person_name,person_id,num_videos,facial_symmetry_mean_mean,facial_symmetry_mean_std,facial_symmetry_std_mean,facial_symmetry_std_std,facial_symmetry_median_mean,facial_symmetry_median_std,face_width_height_ratio_mean_mean,face_width_height_ratio_mean_std,face_width_height_ratio_std_mean,face_width_height_ratio_std_std,eye_spacing_ratio_mean_mean,eye_spacing_ratio_mean_std,eye_spacing_ratio_std_mean,eye_spacing_ratio_std_std,jaw_ratio_mean_mean,jaw_ratio_mean_std,jaw_ratio_std_mean,jaw_ratio_std_std,smile_intensity_mean_mean,smile_intensity_mean_std,smile_intensity_std_mean,smile_intensity_std_std,smile_intensity_max_mean,smile_intensity_max_std,eye_contact_mean_mean,eye_contact_mean_std,eye_contact_std_mean,eye_contact_std_std,eye_openness_mean_mean,eye_openness_mean_std,eye_openness_std_mean,eye_openness_std_std,gaze_stability_mean_mean,gaze_stability_mean_std,gaze_stability_std_mean,gaze_stability_std_std,head_tilt_mean_mean,head_tilt_mean_std,head_tilt_std_mean,head_tilt_std_std,expression_speed_mean_mean,expression_speed_mean_std,expression_speed_std_mean,expression_speed_std_std,happy_mean_mean,happy_mean_std,neutral_mean_mean,neutral_mean_std,surprise_mean_mean,surprise_mean_std,processed_frames_mean,processed_frames_std
Cúc Tịch Y,cc_tch_y,9,0.8654761090874672,0.041549043684667664,0.05974673596210778,0.020427363251120954,0.8694309517741203,0.0475461648902186,1.1918952614068985,0.2698689267304326,0.1302298679947853,0.050686220045607945,0.6578673720359802,0.01174854104923232,0.03253011836204678,0.010727301248992413,0.7794888392090797,0.009665095715815851,0.022360663395375013,0.006612361099586634,0.08820340968668461,0.11568838815871615,0.09533946425653994,0.10362814651009876,0.4278286173939705,0.35590662910412285,0.9682651981711388,0.012391469351780824,0.02732788899447769,0.008930288769600532,0.6745367683470249,0.1595497959094689,0.21691999956965446,0.050235077035289614,0.9873600751161575,0.003540662714444088,0.018878804054111242,0.007670467308584895,0.10753160016611218,0.05714494351619711,0.08857351378537714,0.045732447246280394,0.12553091160953045,0.07252847097580893,0.1588979633525014,0.05996972400967905,0.09269002731889486,0.06871421071082234,0.45949522592127323,0.20205287016203136,0.01670632427703822,0.02379408707804673,202.0,315.0223977927778
Địch Lệ Nhiệt Ba,ch_l_nhit_ba,9,0.7721465602517128,0.09610266988611212,0.10867895395494998,0.04311327300294809,0.7902560457587242,0.1166854799792919,1.1631860211491585,0.1479117740934514,0.10422103013843298,0.026650356369301145,0.6522759720683098,0.015303333169317026,0.02454305358696729,0.007487426661711687,0.7670364752411842,0.009380331247578835,0.02063959720544517,0.004541341920626807,0.14053836348466575,0.10309681425203202,0.1183106591925025,0.05332514360046861,0.5905422773212194,0.27308744110034805,0.9272602945566177,0.04138312890096412,0.045754895312711596,0.018177836903207227,0.8749102503061295,0.11913339456725415,0.1561188818886876,0.08396317740841881,0.9834165498614311,0.0060236814504143615,0.023856976069509983,0.012152582779705282,0.13695928268134594,0.07172288520316955,0.12835401482880116,0.0677856098497764,0.11183640314266086,0.043170019102988365,0.14386063441634178,0.0506253561698754,0.21776396734640002,0.1094362915747335,0.33735761512070894,0.10902306850103997,0.022529856517280678,0.019064013080690567,94.125,31.074954187862897
Chae Soo Bin,chae_soo_bin,8,0.8805861387934003,0.04428684320925195,0.07255303912929126,0.019740471656943547,0.8772668583052499,0.05822496507320562,1.0782544612884521,0.2511271528828288,0.12305283227137156,0.043756480204929143,0.6600657956940787,0.014655271602221992,0.030000436252781322,0.00737471163154161,0.7709631494113377,0.007280442872117304,0.021906468218990734,0.0030009231042335497,0.24290677798645838,0.08242760993672218,0.20670918907438005,0.052435325509264226,0.862690806388855,0.20651921831562792,0.9530802539416722,0.020567180984985965,0.035939935594797134,0.012188544200273295,0.6087378561496735,0.23182477994907655,0.1835769478763853,0.04684968343597084,0.9839137537138802,0.007555988052374778,0.020439899526536465,0.008748968639054628,0.0631793335612331,0.028742710718712518,0.06157715033207621,0.03510154405561393,0.16071965864726476,0.04522825643187447,0.16721560593162263,0.04435802506397304,0.12066293028848511,0.07060481980364111,0.2120142217193331,0.07488142222774635,0.043952389753290584,0.025285173596718953,129.0,47.5473448259732
Chương Nhược Nam,chng_nhc_nam,9,0.8492969051003456,0.04000023527569128,0.089881447609514,0.018510558230765885,0.856228195130825,0.05600194647479912,1.1924173310399055,0.16308352984174454,0.1285349610261619,0.04881825012535116,0.6603494584560394,0.011012914100007619,0.028653418296016753,0.010154653118534926,0.7744415029883385,0.0055862552918552015,0.019189950893633068,0.0030873634174219317,0.10443832748569548,0.0753435134964936,0.1257034344598651,0.05553560488822828,0.5591769106686115,0.1900863929283188,0.9534311145544052,0.01779927243953827,0.03377816337160766,0.008547808717631717,0.7387146577239037,0.1340480717563388,0.2214081548154354,0.06228140077119345,0.9861042648553848,0.002918950640932006,0.02101477258838713,0.005007310211919273,0.08579254429787397,0.03228835232094161,0.08010568050667644,0.030857146318249876,0.11137998476624489,0.021207812856894017,0.1600989941507578,0.021059054574501967,0.19334308756515384,0.08223796626201534,0.31350391916930676,0.09210298368910701,0.05580043341615237,0.03938710534477698,89.5,30.814859330452176
Choi Ji Woo,choi_ji_woo,7,0.8955321808656056,0.05173812956229916,0.057840119426449135,0.023552112947428816,0.9081626534461975,0.048925021485723356,1.2839583158493042,0.10982660063908424,0.1317089063425859,0.039307274844118494,0.6805407504240673,0.015405820288447326,0.026369284838438034,0.008639929053772014,0.77291605869929,0.015592820321956727,0.02239694337671002,0.005278930654783585,0.14917335659265518,0.06785372649700631,0.14704639464616776,0.032731990746262964,0.6137580424547195,0.21666500166137828,0.9742481509844463,0.012858127013262645,0.02616844419389963,0.009753099401299153,0.6984101037184398,0.1439535889154374,0.17912067100405693,0.050560812742271324,0.9869410395622253,0.004220014252637071,0.019837073516100645,0.006838861260062707,0.11609115824103355,0.0334476526119616,0.0900713037699461,0.04166706625078997,0.17272634307543439,0.06859001270380033,0.1534896505375703,0.02451012654499454,0.2161165028810501,0.11008431824428587,0.39595027516285575,0.13996057134477197,0.05574801828091343,0.04825767865745306,83.0,24.231030872475426
Choi Ye-won,choi_yewon,9,0.9054204523563385,0.03573386114882322,0.06471220310777426,0.027173488008911173,0.9187175258994102,0.03196312216777581,1.0899794809520245,0.32171762451627606,0.11141578946262598,0.05965108299187932,0.6544986292719841,0.009857205463345856,0.02364876528736204,0.004153201947694056,0.7943281307816505,0.00956208170994488,0.021184772718697786,0.0023218544438999913,0.28319034073501825,0.1495043028757333,0.23869340121746063,0.09369225938797222,0.7556738331913948,0.1574353983959306,0.9690027460455894,0.011602585373165487,0.025329785072244704,0.011464685990723143,0.6908968165516853,0.19734432412303396,0.20354544557631016,0.06986431648831051,0.9859072715044022,0.0034805212268622008,0.01640990423038602,0.004541540118280912,0.1224140590056777,0.05538220376102633,0.1151271527633071,0.06665468597380847,0.18827790208160877,0.0656975255893033,0.1999875195324421,0.06090765829002533,0.24809972010552883,0.10978730741242564,0.22534455126151443,0.09972809603611259,0.007070735635352321,0.004799998720413019,84.875,27.188386000888933
Châu Huệ Mẫn,chu_hu_mn,9,0.8425643742084503,0.06643678925007573,0.11037751659750938,0.045266431466847584,0.8637904524803162,0.07006955408868291,0.9711100459098816,0.33528099696094144,0.10232996568083763,0.042432148887958446,0.655028410255909,0.005140449253748224,0.02631149161607027,0.006162095128454885,0.7851920202374458,0.006223353860998236,0.018267564242705703,0.004199445028981318,0.334722563624382,0.12948967332224995,0.30756582878530025,0.06805738293768862,0.9170037060976028,0.13638047962898825,0.9374688267707825,0.031951652236435486,0.047154719242826104,0.023911584335618245,0.8922974094748497,0.05295276768802594,0.19201714545488358,0.05037591798775503,0.9795837551355362,0.00891005734958285,0.025608425261452794,0.010280464700196328,0.13532752450555563,0.04486105605982456,0.12988541275262833,0.05161789707393997,0.20386773347854614,0.03954050315240659,0.23309842124581337,0.04743909112105578,0.15607284102588892,0.07268371897560255,0.2535389345139265,0.0527371190601919,0.044697349425405264,0.020643237194373564,118.375,65.68094176480048
Chu Lâm,chu_lm,8,0.8661652718271527,0.044402580124272305,0.09234711793916565,0.0367261594550998,0.8831225463322231,0.053117137352135385,0.9205752185412815,0.34277469771519736,0.09237591815846306,0.04042765335621874,0.6389911259923663,0.004715271166818667,0.027404857267226492,0.010218254959900678,0.7735069649560111,0.0043309619997381425,0.02007585151919297,0.0037335889582764737,0.23768031703574316,0.09076253211308744,0.23350903391838074,0.08290545053636454,0.7972122813974108,0.21468130386302622,0.9549283896173749,0.021899698764118913,0.0361326698746,0.018936246861667238,0.8653410758290973,0.07953833034290299,0.19191384209053858,0.07564782651651206,0.9869271431650434,0.006991975329004208,0.020012741509292806,0.011227326832195378,0.19896576021398818,0.09118957345777391,0.14782605905617988,0.055100778824159466,0.12202512685741697,0.03641186209733104,0.16642337079559053,0.0504031505870834,0.09700248816183635,0.0356995524847047,0.3901726944105966,0.05716702442936381,0.013813179485233766,0.008416105427388824,162.85714285714286,123.03701533626838
Daran Tasha,daran_tasha,9,0.8223503232002258,0.0982934697623045,0.10743831470608711,0.043994821940297385,0.828412614762783,0.12174097511255327,1.1006329283118248,0.24659423464545266,0.08379126153886318,0.0407443909215328,0.6547473296523094,0.015925170622529586,0.03309165802784264,0.014437698306558005,0.7780424803495407,0.015239939387305489,0.01741892099380493,0.00458499844564211,0.18294341210275888,0.09831003286073864,0.15589902643114328,0.0534162905241262,0.6288260854780674,0.29455717118423097,0.9589694365859032,0.016700097431722637,0.04390180227346718,0.021845958756787916,0.8411725014448166,0.17873610495241468,0.14661388797685504,0.0698759213591108,0.9834953248500824,0.006852509169826242,0.025151722133159637,0.007945725022360373,0.11878072912804782,0.059057326214612155,0.09064307017251849,0.057885910710165606,0.13543654512614012,0.049922034029400104,0.15823877789080143,0.04678108935399102,0.3096364503726363,0.17814589014325866,0.3597287982702255,0.12128905842495688,0.021620915518496986,0.022009213855871606,76.75,22.577028640240112
Deguchi Natsuki,deguchi_natsuki,8,0.8655785492488316,0.03533237726366175,0.07331995399934906,0.02418275457669746,0.8789139900888715,0.03486804594306003,0.7504607694489616,0.13604094593612873,0.06055481306144169,0.017232746766930814,0.660867622920445,0.008913119926941507,0.027458067717296735,0.005249461271371204,0.7957155278750828,0.011646373825451905,0.024529396689363887,0.004242664413831272,0.30340600120169775,0.094565656300458,0.278095190014158,0.06144837372692199,0.8885484082358224,0.1283836608943487,0.949152912412371,0.010136350588010754,0.03493773192167282,0.009138231784399702,0.8674107534544808,0.045668057991540854,0.19493317816938674,0.036215263738829696,0.9860138126782009,0.0072200430700578725,0.018938506421233927,0.009192009204852976,0.19666674254196032,0.08231632851469449,0.16922642929213388,0.07557363848930135,0.179649646793093,0.07207578242412199,0.2057395385844367,0.04827346569740836,0.3191009249005999,0.11259362641391722,0.30046480681215015,0.10935096715746968,0.013768491894422499,0.012545230898297564,105.57142857142857,73.04597378168276
Deva Cassel,deva_cassel,8,0.8597123452595302,0.036701423461337986,0.09887931229812759,0.028233053332499553,0.8809245569365365,0.03735871221655735,1.1509427853993006,0.24156765692845306,0.1178857513836452,0.05006671229092178,0.6667810423033578,0.009423675611938473,0.028442122308271273,0.0061005764752750085,0.7860164897782462,0.008711999993924033,0.02273800756250109,0.008096957924083364,0.11061578882592064,0.05963122713735693,0.14057739611182893,0.04021846202569012,0.6212134233542851,0.18644793921521488,0.9607600910323006,0.01284252137592837,0.038278785933341296,0.013641947416231811,0.6407068244048527,0.1200332846880629,0.23527007869311742,0.06314808262445873,0.9821047527449471,0.006676496258257714,0.024895054155162404,0.00842080521703669,0.1041741254074233,0.058906151897886505,0.0973903238773346,0.0633620720444957,0.15118937194347382,0.044325254047159465,0.1736896995987211,0.040906586186324936,0.20145066667880332,0.08238521485586596,0.3084770739078522,0.07798134978757812,0.019689730401816114,0.01603234321043432,84.14285714285714,17.954307083737397
Diana Kruger,diana_kruger,7,0.87093981107076,0.030617460498985387,0.08416389177242914,0.019543301705432156,0.8785566886266072,0.03517579734517101,1.159345785776774,0.34573406445103355,0.10769418068230152,0.03821575888677992,0.6493536134560902,0.013085019050775016,0.027242633514106274,0.0069217319890833495,0.7844619750976562,0.007578870440092636,0.016925328100721043,0.003679016790928086,0.10054346080869436,0.05778371085342225,0.14356371387839317,0.07317368232543033,0.5891785869995754,0.3021837195323968,0.9624133706092834,0.01033135654674838,0.032128849842896066,0.009684979072706958,0.7670289824406307,0.13289669427154976,0.2129777955512206,0.04162874897467858,0.9834760824839275,0.00626898850704069,0.021671286706502237,0.007809331103948295,0.10899334711333117,0.026874050043968003,0.09402403421700001,0.02652343876128789,0.14063113617400327,0.0626640768836089,0.17253531515598297,0.05996967145074707,0.08226709124088907,0.05218499450230842,0.48822854955991113,0.1226475567096108,0.008805820082974,0.008959770487763197,77.66666666666666,19.746006226697133
Diệp Bảo Ngọc,dip_bo_ngc,6,0.8744964241981507,0.03280308735347269,0.06312964409589768,0.017013810856972088,0.8857175588607787,0.032868397028308405,1.0940403938293457,0.3407879141752328,0.0849591501057148,0.013851564758712789,0.6460564255714417,0.007986178333100283,0.030550638772547243,0.00851281415682515,0.7830249190330506,0.01278580227780564,0.02026583291590214,0.0072842642430132176,0.24707375168800352,0.13930059040324896,0.15687598139047623,0.06984927811141965,0.647895073890686,0.19625516119748052,0.9598894953727722,0.01409992028859879,0.029970638081431387,0.007503347778261636,0.6475786566734314,0.19016781693470478,0.15914572328329088,0.05896530165769845,0.9917832732200623,0.001803559983572917,0.014081101305782795,0.0056436858216357385,0.08871889635920525,0.052847428841149804,0.05969632938504219,0.02963617730551147,0.09177237302064896,0.015170663181916096,0.11678973883390427,0.022286245678481472,0.29685282111167904,0.1633166024278072,0.29601486027240753,0.16076594670352626,0.05298487797845155,0.034882679428021195,94.60000000000001,12.201092847227525
Diệp Toàn Chân,dip_ton_chn,6,0.7996289372444153,0.09362557942074483,0.0911890208721161,0.017955218446658476,0.8018600940704346,0.10048898156181002,1.1873010635375978,0.288926187529096,0.13138528764247895,0.0829672522269892,0.658193027973175,0.00826995972296718,0.03244105689227581,0.006881931052162295,0.7846750259399414,0.007705748906912054,0.01738673159852624,0.0066313289272587365,0.1704669997096062,0.06565565628614185,0.201010362803936,0.09706872350410897,0.6396427810192108,0.272917173734001,0.9608898401260376,0.01079321133231068,0.03046487532556057,0.006746699572460196,0.8525133490562439,0.09863254601029996,0.1567562635987997,0.06867920393091702,0.9887010097503662,0.0030241250231575136,0.01711419280618429,0.0026270977052993616,0.15915894806385042,0.02444867612036218,0.12005322426557541,0.07656083499378938,0.11344305947422982,0.0439797319357802,0.14974104464054108,0.060435648232173636,0.058059163950383665,0.03627827325906729,0.2814449518918991,0.10837826387760448,0.06638287856476381,0.0954519532078964,114.0,45.50824101193101
Dương Mịch,dng_mch,9,0.8571911379694939,0.06045176565887628,0.07343540294095874,0.021269175223800636,0.8664170131087303,0.07793577021229213,0.8602544888854027,0.29876586021855045,0.06402941280975938,0.02321165271734855,0.650315411388874,0.008136946714467594,0.023857971653342247,0.006088743781207803,0.7749293521046638,0.011645186350274945,0.020717537845484912,0.007503803353246945,0.12103961501270533,0.10180856774579304,0.15576364169828594,0.11295902402589736,0.6338814003393054,0.35653369648193045,0.9573187828063965,0.021895065076317128,0.030943251214921474,0.010913563559066999,0.9231574386358261,0.054509510339652095,0.13094757171347737,0.05951017202376885,0.985265739262104,0.005731245250293059,0.020278416690416634,0.006361091967692026,0.11916619632393122,0.042997364489830936,0.10388391907326877,0.04627845460003811,0.12593899061903358,0.06470699009139255,0.15793414693325758,0.07344087921844654,0.12677218753378838,0.08039241941022687,0.43043582141399384,0.1109569416350061,0.025744666883838363,0.027899302061409975,102.875,54.61468565220245
Elina Karinova,elina_karinova,8,0.859684339591435,0.058825857944721865,0.06194618344306946,0.028383957963610297,0.8600103429385594,0.06715501267820707,1.2279073596000671,0.28174513732159445,0.11752395331859589,0.049218949137823195,0.6643536942345756,0.00890502722423007,0.02014929468610457,0.006263653398229123,0.76637521811894,0.017973638199476477,0.019643714119281088,0.0022052232745261757,0.2380776277610234,0.16290351478274137,0.15064140622104918,0.04087123672198142,0.6279382535389492,0.16349487675960964,0.9747963888304574,0.009271905677452836,0.024653967736022814,0.008417334887486862,0.7288429311343602,0.17191207404743106,0.17860137139047896,0.048530471097601245,0.9876719628061567,0.004622366349177046,0.01668157202324697,0.005134041165009895,0.14215207898191043,0.07194554001068819,0.08816119602748326,0.034377074322415505,0.1574870731149401,0.019888451662304595,0.1719426384993962,0.032259107443652374,0.32355577285800663,0.18556822537931447,0.20622369753462927,0.12872858982353177,0.096058332494327,0.08478108025253932,58.285714285714285,39.50542458230985
Elle Fanning,elle_fanning,8,0.8698104109082904,0.07399718854524207,0.08590840016092573,0.04585759630559345,0.8797559823308673,0.07754299914275248,1.2240587217467171,0.25332815288058125,0.11195468796151024,0.033788478548936025,0.6507234403065273,0.01103437334022104,0.026484289140041386,0.009528245346287597,0.7889477014541626,0.00815049655206406,0.020646536855825355,0.006355832153420247,0.20242412335106305,0.16254489305686262,0.16289892526609556,0.07996691117166498,0.5913581933294024,0.3126035604390218,0.956280529499054,0.025115146166083065,0.03946915588208607,0.020432737362771364,0.6485673402036939,0.1756355862339804,0.2029621164713587,0.084249024622738,0.9834215385573251,0.009315166805400451,0.025301343894430568,0.012741593434913575,0.10987746555890356,0.037084194432215244,0.07529557336653982,0.026189896371125516,0.14516015696738446,0.06116267338666849,0.16900625878146716,0.051961185229453796,0.3789309582539967,0.15749874928785088,0.2939393754516329,0.15324983749190296,0.009651753286431943,0.004626321716079178,73.14285714285714,25.086991506698105
Fujiyoshi Karin,fujiyoshi_karin,7,0.850370854139328,0.05935864381111047,0.10423344528923431,0.047339744507454186,0.8730312188466389,0.058675060984835596,1.1681470274925232,0.2858984527251829,0.08677009306848049,0.026539672835427876,0.6726649502913158,0.020084267154173864,0.020987607538700104,0.004574666799388759,0.7830666999022167,0.011945098782593916,0.020232186652719975,0.002885156700938927,0.2504094550386071,0.14744265445010016,0.15882580013324815,0.07956851624065449,0.7001230269670486,0.32452401806993436,0.9590094685554504,0.011279618612463242,0.03686273004859686,0.018944990110307324,0.8410271406173706,0.09165799204650261,0.18837762872378033,0.014216986052321193,0.9791078468163807,0.008217356215713801,0.030075743484000363,0.021838093013649616,0.1199309608588616,0.04139792922622754,0.09209029997388521,0.020177070318606775,0.18228773772716522,0.05933453682747642,0.18284389128287631,0.0388407508342315,0.13040069645891586,0.06133715889471044,0.28642380237579346,0.13257382105975413,0.006470478912281882,0.0036987722873405224,90.5,34.96426747409418
Fukada Kyoko,fukada_kyoko,9,0.8857554942369461,0.0503826818766361,0.08203461323864758,0.036613091766580064,0.8971731960773468,0.06841773222673893,0.868681512773037,0.2979881092362482,0.06798801897093654,0.03928149613207767,0.6464983075857162,0.007542047041121957,0.022883093333803117,0.006039459714403362,0.7820465266704559,0.004957617358056406,0.01974542671814561,0.003487465808291154,0.2952263541519642,0.17706922865795902,0.26287560537457466,0.053608430495186536,0.9024058356881142,0.10974204773854895,0.9660475328564644,0.015797590187606222,0.02908033551648259,0.01389252006501002,0.8641538470983505,0.06284396527837208,0.20896132104098797,0.03710987877150285,0.9855854213237762,0.006529586777133006,0.020126350922510028,0.010814860873775905,0.20015829242765903,0.046920859153290376,0.14930563978850842,0.046691275939243874,0.17247059755027294,0.03741289051279115,0.2114137951284647,0.030587328723918977,0.16316133458167315,0.0719609344710244,0.32139981910586357,0.05551139490848775,0.01947176395333372,0.020807570044265717,130.375,92.40242601432786
Goo Yoon Young,goo_yoon_young,9,0.8702232986688614,0.021609959190804526,0.1025951486080885,0.02964170149466696,0.895441472530365,0.03340656339211997,1.0033682733774185,0.31817641284575626,0.11997447488829494,0.0433078844930245,0.6491168886423111,0.008218476068820117,0.03058982384391129,0.002938408858163208,0.7804516479372978,0.008346211963619805,0.02386033278889954,0.0062964471838309385,0.21180304139852524,0.07828172528039318,0.2294112080708146,0.06797553712214298,0.8415182791650295,0.2374481634597867,0.9533369988203049,0.014501994436887489,0.037535602459684014,0.010543091584757596,0.7227040976285934,0.08020801443542475,0.26751735620200634,0.03082107226302935,0.9851095154881477,0.005039543850363011,0.020836637704633176,0.00786029361197856,0.13096210826188326,0.05371669968411371,0.13986319582909346,0.08140262093708159,0.17207281477749348,0.04657119899440218,0.20509612187743187,0.036135912579621184,0.2063061986118555,0.08778669935242983,0.2227392066270113,0.05109459618547356,0.03829716518521309,0.021435599744261586,131.5,81.64829725379731
Grace Kelly,grace_kelly,7,0.9084271788597107,0.021252393070532397,0.044339051470160484,0.012239899686169935,0.9200537105401356,0.030113827584163536,0.969911942879359,0.21054097109419434,0.11806759734948477,0.039301588752702954,0.636441558599472,0.007258649313822366,0.02809244394302368,0.010629835992075908,0.7956770360469818,0.010380437205862528,0.019929665296028055,0.0040872658508310815,0.3153385631740093,0.11406952568420833,0.2412702888250351,0.05455251178547365,0.9441537161668141,0.08955907521037479,0.9760751227537792,0.007543465541996746,0.017862679436802864,0.007294395282335631,0.48839901884396875,0.1788617714817054,0.20421552533904713,0.08106808827275384,0.9905093411604564,0.004096630880178036,0.011030693538486958,0.004610864908995707,0.08907931949943304,0.043070393749286146,0.05735636719812949,0.0190343449709814,0.20034749060869217,0.06229742495202422,0.21003252640366554,0.05004707637258498,0.23688940952221554,0.1026301941547065,0.23778637622793514,0.12900846433101837,0.006329857627861202,0.004074741701543822,52.5,14.95469348207636
Hamabe Minami,hamabe_minami,11,0.8836169600486755,0.06027617203024413,0.07093062754720449,0.0370297344685283,0.8858818531036377,0.07489842944299038,0.9927640914916992,0.35493853875383724,0.0945981938391924,0.04253921253529773,0.6519390225410461,0.011686214697980254,0.027673450578004122,0.008865215458570592,0.7840338051319122,0.013781912331502735,0.02063234243541956,0.004068682856583686,0.1487357103265822,0.09600095275611198,0.17420780034735797,0.10235002545305762,0.6071793831884861,0.2853015508241841,0.9571472465991974,0.017116608279492115,0.03479092698544264,0.011790327477876963,0.7511248320341111,0.1539890805735867,0.2111920103430748,0.03588060171032243,0.9838945269584656,0.006174875032647299,0.021272043231874704,0.006880523593532282,0.1231876142323017,0.05135308134984998,0.11033041477203369,0.057657356585885736,0.1285010740160942,0.025031531670866223,0.16511980667710305,0.026437496075152292,0.29033566191792487,0.17047898024855354,0.2960497885942459,0.10460183347756073,0.01892336732125841,0.018981380850697265,97.0,32.127586560179374
Han Chae-young,han_chaeyoung,5,0.8753781020641327,0.07320299698313797,0.05298089189454913,0.017391918215391104,0.8848781287670135,0.08183466973009426,0.7972306907176971,0.15824069519102255,0.0640776390209794,0.026991593179371748,0.6312473267316818,0.033747352931585664,0.038692875765264034,0.014039173852183022,0.7827279269695282,0.012389763648392333,0.01799317542463541,0.002836795263920175,0.2179226614534855,0.10402918711190197,0.24230081588029861,0.058756600942544694,0.839242160320282,0.136176023276901,0.9461601227521896,0.037438999494011964,0.028962140902876854,0.005544778786316051,0.8406501412391663,0.0713683497585614,0.15834997594356537,0.043005605310033966,0.987498864531517,0.0012120429840844695,0.016645286232233047,0.002372841552191818,0.14986079558730125,0.012007588957464746,0.10357119515538216,0.016324133227284647,0.13080436177551746,0.04737495135305658,0.17433368042111397,0.05800874592716768,0.43617705814540386,0.17698733631815405,0.2986586391925812,0.11224435174574363,0.0050546832208056,0.00532506974876886,87.5,19.198958305074783
Han Hyo-joo,han_hyojoo,9,0.8301196321845055,0.039264223131804894,0.09354421310126781,0.019152487952979434,0.8295717090368271,0.0512622059433753,0.7206506356596947,0.2101849686443699,0.08433885662816465,0.04235312654743661,0.6517599672079086,0.00829318322758343,0.025862721260637045,0.005021284551493808,0.7872804701328278,0.008604290647690083,0.02075456199236214,0.003812543639626068,0.30373841151595116,0.12631758702660706,0.24176067672669888,0.07557676935968756,0.8239167779684067,0.2436041409310791,0.938352108001709,0.022606977776746782,0.045198077801615,0.01719832292680207,0.880802795290947,0.11988932994580793,0.18332463037222624,0.06406981334927116,0.979998916387558,0.007084472003605864,0.02523702324833721,0.009801541625997704,0.2305272901430726,0.07576638783594283,0.20540287159383297,0.06914451711572246,0.17364280857145786,0.04595299840603229,0.20812719129025936,0.043373985528060585,0.15820760116912425,0.12888663677248846,0.3082003970630467,0.11483924341394491,0.053002939152065665,0.035887508963777286,75.375,23.65463309093309
Hashimoto Kana,hashimoto_kana,8,0.8412202256066459,0.053435743006866036,0.1027242009128843,0.036666080300209354,0.8458887338638306,0.06381350563678909,1.0024414232798986,0.32654821974385484,0.12210747546383313,0.05644393564663686,0.6508845686912537,0.005432382024378003,0.029960293854985918,0.004225582903318165,0.7859198706490653,0.004994454427605065,0.020373834563153132,0.004560177703153467,0.14355001066412246,0.06497017777706138,0.16419873173747743,0.06605293007540533,0.6206154099532536,0.2189829472433191,0.9347009573663984,0.018281975766635754,0.05641375029725688,0.01876593597442508,0.864608815738133,0.12574833922382217,0.16419349451150214,0.051848040015769294,0.9786079696246556,0.00979444025781668,0.02792541922203132,0.008372445948576553,0.12269917662654604,0.04841787839985002,0.14326584658452443,0.06925565929319324,0.13347520040614264,0.04155391663567511,0.16009289771318436,0.041303215107036974,0.09496991788702351,0.04950143329071804,0.3510306009224483,0.06447592086300888,0.01690330437850207,0.01879482078423344,85.85714285714286,19.2965577981448
Heidy Larmar,heidy_larmar,9,0.87635887414217,0.03711544524246213,0.06458082934841514,0.026318100096954997,0.8831428959965706,0.03399325250474043,0.9338399916887283,0.24969828790644724,0.07667939364910126,0.032136743599063954,0.6396616473793983,0.003876269137459249,0.024750290671363473,0.005582022865145813,0.7802888229489326,0.00570153781531694,0.01600356970448047,0.0039056433137060393,0.11378551414236426,0.044608798551896194,0.1636083945631981,0.04207894326543055,0.7676198296248913,0.17741387885007273,0.9689873307943344,0.013343327156107806,0.02266738173784688,0.011593202132175491,0.7748262584209442,0.12705993694965526,0.21389590669423342,0.07603399193093674,0.9900561422109604,0.00482998294105298,0.01333238123334013,0.006399661563112405,0.09164538653567433,0.03148199792543615,0.07978157128673047,0.029747700618658255,0.1306058308109641,0.04475717448404997,0.1746724583208561,0.04600732727685142,0.09722590394085273,0.06494545544437696,0.34107013419270515,0.07469716403109938,0.032325266329280566,0.049174733450289776,110.375,51.90576397023103
Hirose Suzu,hirose_suzu,6,0.8632814884185791,0.036527737114441274,0.08370634615421295,0.03188771550582121,0.8719620585441589,0.0401029422460569,0.878136384487152,0.2083778384214919,0.1176012434065342,0.06631003474914943,0.6487395524978637,0.005350054971697224,0.03679446503520012,0.006103525827798155,0.7918986678123474,0.003977796754061704,0.023554854840040208,0.0022874430837500925,0.2609007924795151,0.0698712020467439,0.25073395669460297,0.044243615423991245,0.8786245584487915,0.13120157611973832,0.9510943055152893,0.018353709063875817,0.047280367091298105,0.024939679533706773,0.8301533102989197,0.13797016174355545,0.17942167073488235,0.07222596424406648,0.9779923915863037,0.011245968749475269,0.030571293272078037,0.019098636777374937,0.09067587181925774,0.04129431876846469,0.09468869268894196,0.05190531489308576,0.18091478198766708,0.05866647634740755,0.193007493019104,0.037748400982542354,0.25433342009782794,0.15510834913279814,0.24982934296131135,0.1578762368811865,0.06916086850687862,0.07385232926154245,75.60000000000001,12.827054741184094
